,Ticker,Country,Company,Sector,Industry,portfolio,year,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum_2024_cut
213,PAYX,USA,Paychex Inc,Technology,Software - Application,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,33600708000.0,23.48973226,0.03448078677,6.0,2.95553624,0.05093805457,0.2702850962,0.07104042412,-0.003831876422,0.6830095285,0.06293706294,1.1973927123250985,0.1192489864647021,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PCAR,USA,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,29990928000.0,22.99562157,0.04143453071,5.0,3.7273045,0.04507734717,0.0,-0.2684093954,2.965389605,0.1849427343,-0.4563318777,0.8455256647587182,0.106361063121835,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PENN,USA,PENN Entertainment Inc,Consumer Cyclical,Resorts & Casinos,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,13447809000.0,-17.28690067,0.0,4.0,0.3049755714,0.01702152661,-0.02340249006,-0.3249518995,121.4582245,0.4780227457,-14.48648649,1.8201179402660248,2.331675530657383,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PEP,USA,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,204654000000.0,28.84768258,0.02682142501,6.0,3.482879963,0.03102794365,0.1116729041,0.04779488401,2.82802795,0.5486841357,-0.01730769231,0.8853747425915873,0.1162039899547304,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PEY,USA,Invesco High Yield Equity Dividend Achievers ETF,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,806432000.0,,,,,,,,,,,1.0427447137297097,-0.0415682131155956,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PHO,USA,Invesco Water Resources ETF,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,1424588241.0,,,,,,,,,,,0.991517863549246,0.1963832931034936,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PIE,USA,Invesco Dorsey Wright Emerging Markets Momentum ETF,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,135733678.0,,,,,,,,,,,0.7999449043877541,0.183927850787527,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,POWI,USA,Power Integrations Inc,Technology,Semiconductors,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,4926662240.0,68.61192003,0.005135842512,6.0,17.50154135,0.01127075905,0.07929228095,0.1608128956,-2.625789895,0.4988347757,-0.6388888889,1.2183867732889746,0.6340765613404533,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PPH,USA,VanEck Pharmaceutical ETF,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,662767850.0,,,,,,,,,,,0.7734517822588545,0.0438006363177934,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PRN,USA,Invesco Dorsey Wright Industrials Momentum ETF,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,149387184.0,,,,,,,,,,,0.9840212815399252,0.3399932537251797,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PTF,USA,Invesco Dorsey Wright Technology Momentum ETF,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,103808036.0,,,,,,,,,,,1.0195687785561518,0.7951973117712554,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,QQQ,USA,Invesco QQQ Trust Series 1,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,182933661859.0,,,,,,,,,,,0.9677658772624408,0.4561059677916812,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,QTEC,USA,First Trust NASDAQ-100 Technology Sector Index Fund,Financial,Exchange Traded Fund,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2839409826.0,,,,,,,,,,,1.0711806308744916,0.3578748257846871,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,QVCGA,USA,QVC Group Inc,Consumer Cyclical,Internet Retail,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1356521739,7.710798817,4.0,1.22163327,13.20266272,0.1112841569,0.05342547184,3.305789213,0.3446427312,3.640877813,1.0241614848615466,1.1052378463022094,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ROP,USA,Roper Technologies Inc,Technology,Software - Application,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,45264450000.0,47.48027166,0.004748069137,7.0,2.892127826,0.03273750425,0.04516865271,-0.09551315495,5.221729863,0.6738082485,-0.465855384,0.9705881377578284,0.1616962154038332,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,ROST,USA,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,43870802250.0,463.9430409,0.002559906472,7.0,6.453079355,0.04646274172,0.03666108825,-0.2186852071,1.635331522,0.214896623,-0.947826087,1.1391311990053352,0.0516752352926264,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,SATS,USA,EchoStar Corp,Communication Services,Telecom Services,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,1989126490.0,-51.67932254,0.0,2.0,-0.4142228706,0.04189790396,0.01714235549,0.0009681450585,2.52219103,0.6057125695,0.547008547,0.8802322134766539,-0.5165470994616341,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,SCSC,USA,"Scansource, Inc",Technology,Electronics & Computer Distribution,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,671502900.0,-3.173336759,0.0,8.0,3.95954379,0.3596660421,-0.06592943793,-0.2131044011,2.173568041,0.1166666776,-2.392857143,1.3477328366106,-0.2901032768644722,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,SKYW,USA,Skywest Inc,Industrials,Airlines,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2027028660.0,-237.6230711,0.006454114491,6.0,1.887461625,0.09174934698,0.01610726769,-0.2842757464,5.545753675,-0.00653093922,-1.025679758,1.7640358449620364,-0.3739265411751167,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,THRM,USA,Gentherm Inc,Consumer Cyclical,Auto Parts,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2148738120.0,35.69237871,0.0,6.0,2.670269919,0.04240128102,0.07911077753,-0.06029326407,-0.3353019819,0.293620181,0.231292517,1.0400425709007313,0.4048759870446432,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,TILE,USA,Interface Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,616014000.0,-8.546531997,0.009052556066,8.0,3.404643356,0.09129173387,-0.03112762606,-0.178527046,481.0358035,0.3721455103,-1.917910448,1.522138285240815,-0.3706307686032195,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,TROW,USA,T. Rowe Price Group Inc,Financial,Asset Management,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,34471503000.0,14.59857209,0.02441824639,6.0,7.513032692,0.0492031418,0.2062376358,0.1048078463,-0.6805437264,0.57845554,0.1471264368,1.173538100956684,0.2322286338573727,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,UAL,USA,United Airlines Holdings Inc,Industrials,Airlines,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,13994724193.0,-1.907951094,0.02617275774,6.0,1.176188215,-0.4344826073,-0.1028795278,-0.6450449617,-4.021340322,-0.3275805926,-3.184801382,1.5751435850796391,-0.5024514977851886,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,UFPI,USA,UFP Industries Inc,Basic Materials,Lumber & Wood Production,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,3332277850.0,13.69413108,0.009075252029,7.0,7.38597977,0.07317696862,0.1315196054,0.1671167337,-0.1105079745,0.1552767386,0.3745704467,1.244383779174169,0.2044436159856115,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,VRSN,USA,Verisign Inc,Technology,Software - Infrastructure,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,24474840000.0,30.55456848,0.0,8.0,-4.641829426,0.02758345233,1.059088917,0.02711054422,1.572104563,0.8575734436,0.372815534,0.9604434531349412,0.0903268065628313,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,WSBC,USA,"Wesbanco, Inc",Financial,Banks - Regional,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2015220871.0,16.51158238,0.04361831892,6.0,-0.652767783,0.02583195776,0.03057273399,0.1128867177,0.4886439294,0.7435504926,-0.3745583039,1.1149471931609471,-0.1662215821032717,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,ZBRA,USA,Zebra Technologies Corp,Technology,Communication Equipment,central,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,20555607567.0,40.75222947,0.0,7.0,3.754838482,0.04357537425,0.1495405819,-0.008249721293,1.58056266,0.4503147482,-0.06124497992,1.1477585512270263,0.4808596832126244,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,AACG,China,ATA Creativity Global ADR,Consumer Defensive,Education & Training Services,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,17164608.0,-1.31927847,0.0,4.0,-1.616828031,-0.2695260387,-0.3005207877,0.6586608367,0.8723921888,0.3560651688,0.4030418251,0.1729679594819989,-0.1185184917005169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,ACIC,USA,American Coastal Insurance Corp,Financial,Insurance - Property & Casualty,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,245367059.0,-2.541968498,0.0420624544,5.0,0.8868266639,-0.0869513687,-0.0884114729,0.02610542033,0.7092890783,0.002761452113,-2.214285714,1.004852878615392,-0.5256464543918881,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,AIRT,USA,Air T Inc,Industrials,Conglomerates,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,71761800.0,4.560528997,0.0,5.0,2.182492877,-1.82629962,0.05664540489,-0.05223249451,7.010239175,0.1987161349,1.568181818,0.7630489648709562,0.0109181749314182,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,ALRS,USA,Alerus Financial Corp,Financial,Banks - Regional,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,469258650.0,10.47993777,0.02218537973,7.0,0.2521219134,-0.0556674258,0.1125998402,0.1716420463,-1.577124387,0.9034225036,0.3193717277,0.5854174342677738,0.2780889387737573,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,AMTX,USA,Aemetis Inc,Basic Materials,Specialty Chemicals,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,65360694.0,-1.427204234,0.0,2.0,-5.140798535,-0.3222484455,-0.07146413039,-0.1804027763,-45.68071696,0.06659337872,0.005714285714,0.1834303465786085,1.874583627497573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,ARTW,USA,Art's-way Manufacturing Co. Inc,Industrials,Farm & Heavy Construction Machinery,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,12888803.0,-5.201260493,0.0,6.0,3.519476123,-0.141646957,-0.1840866143,-0.02097279793,-2.821451083,0.1070813882,-0.4545454545,0.4140168732489803,0.5277778182500685,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,ASRV,USA,Ameriserv Financial Inc,Financial,Banks - Regional,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,53410320.0,11.60850152,0.03214934683,6.0,-0.8874380845,-0.05054716652,0.02018322045,-0.02142857143,10.57581967,0.795905442,-0.2285714286,0.5865574970820431,-0.2260446828584128,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,ATLC,USA,Atlanticus Holdings Corp,Financial,Credit Services,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,369770190.0,3.790800892,0.03800833308,4.0,0.3627098823,0.5941447155,0.08058204195,-0.03925939003,6.094251408,0.504186925,1.379518072,1.3103069287610458,1.6750546875855918,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,AVBH,USA,Avidbank Holdings Inc,Financial,Banks - Regional,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20787056,0.0,5.0,0.3066229694,0.1163015937,-0.01467821308,-0.1622870291,0.0,1.0,-0.2580645161,0.3802790886658734,-0.2929292929292929,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,AWRE,USA,Aware Inc,Technology,Software - Application,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,75229000.0,-9.870698713,0.0,1.0,-0.2282840008,-0.07661448597,-0.1698905871,-0.07333661095,4.351235473,0.92837563,0.1025641026,0.3573989285203289,0.005882347166332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,BCRX,USA,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,1321205350.0,-6.816431728,0.0,5.0,-2.086370478,-0.1105253775,-0.6715224408,-0.6352615952,-0.04401277116,0.9059061307,-0.1595744681,1.1915546368301773,1.2058822910678444,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,BHRB,USA,Burke & Herbert Financial Services Corp,Financial,Banks - Regional,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,317336256.0,12.88199555,0.04366358097,7.0,0.4647297397,0.06003339583,0.04344974478,-0.069139116,7.053034166,0.8120932326,0.5613207547,0.0076447333272552,-0.1930705932103755,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,BMRA,USA,Biomerica Inc,Healthcare,Medical Devices,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,470231719.0,-220.7934647,0.0,4.0,-10.50973144,-0.008551541289,-0.1502292657,0.286891027,3.548589186,0.2662263468,0.1153846154,-1.184414140508068,0.6769759348814155,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,BVFL,USA,BV Financial Inc,Financial,Banks - Regional,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,120734000.0,15.79254415,0.0,6.0,0.3388814903,0.03850613746,0.05442481971,0.5710447289,-3.852941176,0.8189637827,1.815789474,0.0308608359746441,-0.072463839259681,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,BYRN,USA,Byrna Technologies Inc,Industrials,Aerospace & Defense,peripheral,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,215857448.0,-14.24087392,0.0,5.0,15.94738559,0.006220266366,-0.4422208539,16.92076429,0.1721814143,0.4532196245,-0.7368421053,-0.0222725626116199,6.095238235802343,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
