,Ticker,Country,Company,Sector,Industry,portfolio,year,n,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum12mo_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum12mo_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum12mo_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum12mo_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum12mo_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum12mo_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum12mo_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum12mo_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum12mo_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum12mo_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum12mo_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum12mo_2024_cut
4817,SCWO,USA,374Water Inc,Industrials,Pollution & Treatment Controls,peripheral,2023,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884832981.0,-22.84464424,0.0,2.0,-4.885625721,-0.04940902856,-0.5860699025,-0.753292383,1.220676728,-1.489687507,-0.6810810811,1.0033440115097418,-0.5218855405894696,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,TOMZ,USA,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,peripheral,2023,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20082794.0,-5.887517739,0.0,1.0,-9.123232131,-0.1904512123,-0.2932352589,-0.1179567429,-0.2426423941,0.5832481708,-0.1333333333,0.6324075725541818,1.0199999809265137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,HFBL,USA,Home Federal Bancorp Inc (Louisiana),Financial,Banks - Regional,peripheral,2023,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43593600.0,7.435361487,0.03607528962,8.0,-0.8403329928,0.2575728522,0.09563088891,0.2684748777,-1.47139678,0.791538138,0.2836879433,0.238254486670699,-0.1348213553715893,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,FNX,USA,First Trust Mid Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072282028.0,,,,,,,,,,,1.1848236706734778,0.197623441381568,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,FEX,USA,First Trust Large Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080652079.0,,,,,,,,,,,1.013738038483487,0.1408904574247009,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,FAD,USA,First Trust Multi Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167543335.0,,,,,,,,,,,1.1020953663249458,0.1903310992872835,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,EVRG,USA,Evergy Inc,Utilities,Utilities - Regulated Electric,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11991869251.0,16.80418433,0.04635077183,5.0,0.8389665418,-0.02879020905,0.04173655452,-0.06379819426,5.429091661,0.3037390845,-0.03058103976,0.5945507053259349,-0.1408236594898179,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,QCOM,USA,"Qualcomm, Inc",Technology,Semiconductors,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161551710000.0,17.15348728,0.0279071972,7.0,6.218846227,0.07939283225,0.1810102622,-0.1895927602,0.7658355118,0.5569793412,-0.4358523726,1.480616412444442,0.3519661543538068,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,FORM,USA,FormFactor Inc,Technology,Semiconductor Equipment & Materials,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240199640.0,39.17004746,0.0,6.0,19.06005812,0.002657182246,0.07752550436,-0.1134253286,-1.019867706,0.3899550899,0.6153846154,1.6286532083874874,0.8712425918034499,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,TBBK,USA,Bancorp Inc,Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064854761.0,10.9297716,0.0,6.0,-0.2848224943,0.08280189718,0.1876452134,0.4773756093,-3.426114498,0.7322028577,0.5374449339,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,VCSH,USA,Vanguard Short-Term Corporate Bond ETF,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40850461347.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,IBKR,USA,Interactive Brokers Group Inc,Financial,Capital Markets,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34423270986.0,14.506163,0.004825535188,6.0,1.110214105,0.5164471588,0.2332485114,0.8575858779,1.152483343,0.8827533068,0.512,0.7327119511086952,0.1420633919095297,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,AVGO,USA,Broadcom Inc,Technology,Semiconductors,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504567600000.0,24.79331771,0.02189669172,8.0,12.18182252,0.0505041681,0.2252156098,0.07878806132,1.238639681,0.6892989754,0.2452830189,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,VOD,United Kingdom,Vodafone Group plc ADR,Communication Services,Telecom Services,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23517187499.0,2.380059118,0.08816282773,7.0,-0.2365579366,0.4648424134,0.09435913413,0.01788705755,2.303971701,0.35339244,4.598958333,,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,ACWI,USA,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16491773442.0,,,,,,,,,,,0.9263319766253646,0.2154409212946346,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,WTW,United Kingdom,Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24843600000.0,24.0056872,0.01389876017,6.0,1.703467302,0.04355208087,0.06588589459,0.06959169862,2.237246161,0.4364652536,0.1080178174,0.5262382999231487,-0.0018465981365535,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,FWRD,USA,Forward Air Corp,Industrials,Integrated Freight & Logistics,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613914582.0,9.734930236,0.01534235352,3.0,1.052864217,0.09247949626,0.02381261838,-0.1839085182,12.52517941,0.2408576421,-0.9397759104,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,ADP,USA,Automatic Data Processing Inc,Technology,Software - Application,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95773967000.0,26.64921542,0.02093544739,7.0,2.767451399,0.03998806825,0.4169970932,0.09176096931,0.2594668802,0.4888631039,0.1720740275,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,AMKR,USA,AMKOR Technology Inc,Technology,Semiconductor Equipment & Materials,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8177732730.0,22.71191858,0.00913920728,4.0,3.549179917,0.0636992444,0.06840146715,-0.08298849975,0.2332121772,0.1450320733,-0.5305466238,1.7844378496797115,0.4014558345178305,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,ADBE,USA,Adobe Inc,Technology,Software - Application,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270259800000.0,51.56573139,0.0,6.0,8.168164721,0.02480182212,0.2457777625,0.1024082699,-0.3932425488,0.8787160596,0.1712871287,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,EWBC,USA,"East West Bancorp, Inc",Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10115810250.0,8.747064188,0.02703167897,6.0,0.5231982184,0.1402918284,0.08588185626,0.520946165,0.08001453891,0.6182008989,0.03282828283,1.867642152232061,0.1246287396585044,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,EXC,USA,Exelon Corp,Utilities,Utilities - Regulated Electric,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35864100000.0,15.35927835,0.04007674151,5.0,0.7723131115,-0.07565079259,0.03615056664,0.1388510326,5.488597707,0.4108712662,0.125,0.5358455601199982,-0.1376389786480878,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,MSEX,USA,Middlesex Water Co,Utilities,Utilities - Regulated Water,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169414020.0,36.9107296,0.01938940119,6.0,1.138260547,-0.03213977379,0.03208716951,0.02364037086,5.637141246,0.5001443401,-0.2635983264,0.7889678708906556,-0.1972427163504678,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,MRVL,USA,Marvell Technology Inc,Technology,Semiconductors,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52150057000.0,-224.6966972,0.005563735117,7.0,6.727232758,0.02916605762,-0.02202229116,0.326550735,2.32190534,0.5046793702,0.641509434,2.433054494663556,0.6492837342317646,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,TTWO,USA,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27409784999.0,-16.96102961,0.0,6.0,2.39228099,-0.01064684707,-0.07299229124,0.5264494408,4.56583691,0.4271668629,-2.963687151,1.1626746222634643,0.5882179076817631,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,CHRW,USA,"C.H. Robinson Worldwide, Inc",Industrials,Integrated Freight & Logistics,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10246285950.0,31.50017651,0.02846902879,7.0,9.316086769,0.06325512406,0.119989829,-0.2874960445,2.944916166,0.0647217736,-0.6324324324,0.8625640233051521,-0.0382751201685535,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,KELYA,USA,"Kelly Services, Inc",Industrials,Staffing & Employment Services,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763186000.0,21.32302198,0.01417237212,5.0,2.833967622,0.07910760438,0.01547672123,-0.02612075563,-0.7510080645,0.198812995,1.590361446,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,ATLO,USA,Ames National Corp,Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191892843.0,17.78300453,0.05048899255,8.0,1.151862312,0.07440784085,0.0319142031,0.172318922,6.86954443,0.6352195986,-0.4392523364,0.5877478484842774,-0.0447262316249187,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,HTLD,USA,"Heartland Express, Inc",Industrials,Trucking,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126967800.0,76.25601354,0.00561116325,4.0,2.717790866,-0.03845714845,0.0006876739351,0.2473791214,1.190222109,0.06476332924,-0.8875739645,0.879806293480252,-0.0774570350190616,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,AMSF,USA,Amerisafe Inc,Financial,Insurance - Specialty,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896300636.0,14.49093515,0.1036740989,5.0,1.050459836,0.03254322486,0.0,0.0414567024,0.0,1.0,0.1215277778,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,IGIB,USA,iShares Trust iShares 5-10 Year Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12933328356.0,,,,,,,,,,,0.1551481742920777,0.0876421092775687,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,HTBK,USA,Heritage Commerce Corp,Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606295371.0,9.396007014,0.05241889242,8.0,182.4063955,0.1178169933,0.07900941228,0.2229678444,-3.924068554,0.7869960871,-0.03669724771,1.5407863873298149,-0.1812042665308898,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,PFIS,USA,Peoples Financial Services Corp,Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342889492.0,12.64279036,0.0336809957,5.0,-0.6869618848,0.07894335445,0.05984869515,0.3262653954,0.9146341463,0.6118157096,-0.2746212121,1.0123468473670445,-0.0261066082632438,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,BANF,USA,Bancfirst Corp,Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204719309.0,15.08016036,0.01674216449,5.0,-0.1842132411,0.065711794,0.1270784487,0.3409348092,-7.900440547,0.7443139135,0.09878682842,1.1339708874921164,0.1215125867490718,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,QQQ,USA,Invesco QQQ Trust Series 1,Financial,Exchange Traded Fund,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254189633642.0,,,,,,,,,,,1.2544314185103125,0.5476254774616194,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,CSCO,USA,"Cisco Systems, Inc",Technology,Communication Equipment,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204858600000.0,16.88731626,0.02958689335,7.0,3.163942082,0.08937570434,0.171241923,0.1055336812,-0.09913571061,0.6272676234,0.08865248227,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,EGBN,USA,Eagle Bancorp Inc (MD),Financial,Banks - Regional,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901956287.0,9.105797243,0.06007260622,3.0,0.1718785874,0.2136191621,0.03519483116,0.4430306045,5.913870229,0.4341151063,-0.2460136674,1.620997100702855,-0.281349901923752,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,CPRT,USA,"Copart, Inc",Industrials,Specialty Business Services,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47065725000.0,34.0523347,0.0,6.0,27.65549327,0.02010948532,0.18890425,0.1052857234,-0.508392088,0.4488907921,0.1327433628,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,POWI,USA,Power Integrations Inc,Technology,Semiconductors,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4675097070.0,84.26090338,0.009370818267,6.0,17.50154135,0.009555432416,0.04547205516,-0.3172906511,-0.8825705805,0.5150425835,-0.6689419795,1.5349797410530577,0.1519244004487911,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,NWE,USA,NorthWestern Energy Group Inc,Utilities,Utilities - Regulated Electric,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3116951432.0,15.89672421,0.04991822924,6.0,0.9170750141,-0.0251642314,0.04034334502,-0.03768615889,5.291694938,0.5494222452,-0.009230769231,0.655748393895895,-0.1085575234297064,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,PLAB,USA,"Photronics, Inc",Technology,Semiconductor Equipment & Materials,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927843350.0,8.945388214,0.0,6.0,7.557068971,0.1522308839,0.1377982546,0.08189567873,-1.346076751,0.376831122,0.04639175258,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,VRSK,USA,Verisk Analytics Inc,Industrials,Consulting Services,central,2023,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34543500146.0,57.00293947,0.005619227762,7.0,6.111563562,0.02371896596,0.2324277336,0.07384861834,1.961028018,0.6731185202,-0.305,0.6616266374344235,0.3498135157705067,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
