,Ticker,Country,Company,Sector,Industry,portfolio,year,mcap_2019,pe_2019,dy_2019,pscore_2019,azscore_2019,fcfyield_2019,roic_2019,rg_2019,ndebitda_2019,gpm_2019,epsdg_2019,beta_2019,momentum12mo_2019,mcap_2019_cut,pe_2019_cut,dy_2019_cut,pscore_2019_cut,azscore_2019_cut,fcfyield_2019_cut,roic_2019_cut,rg_2019_cut,ndebitda_2019_cut,gpm_2019_cut,epsdg_2019_cut,beta_2019_cut,momentum12mo_2019_cut,mcap_2020,pe_2020,dy_2020,pscore_2020,azscore_2020,fcfyield_2020,roic_2020,rg_2020,ndebitda_2020,gpm_2020,epsdg_2020,beta_2020,momentum12mo_2020,mcap_2020_cut,pe_2020_cut,dy_2020_cut,pscore_2020_cut,azscore_2020_cut,fcfyield_2020_cut,roic_2020_cut,rg_2020_cut,ndebitda_2020_cut,gpm_2020_cut,epsdg_2020_cut,beta_2020_cut,momentum12mo_2020_cut,mcap_2021,pe_2021,dy_2021,pscore_2021,azscore_2021,fcfyield_2021,roic_2021,rg_2021,ndebitda_2021,gpm_2021,epsdg_2021,beta_2021,momentum12mo_2021,mcap_2021_cut,pe_2021_cut,dy_2021_cut,pscore_2021_cut,azscore_2021_cut,fcfyield_2021_cut,roic_2021_cut,rg_2021_cut,ndebitda_2021_cut,gpm_2021_cut,epsdg_2021_cut,beta_2021_cut,momentum12mo_2021_cut,mcap_2022,pe_2022,dy_2022,pscore_2022,azscore_2022,fcfyield_2022,roic_2022,rg_2022,ndebitda_2022,gpm_2022,epsdg_2022,beta_2022,momentum12mo_2022,mcap_2022_cut,pe_2022_cut,dy_2022_cut,pscore_2022_cut,azscore_2022_cut,fcfyield_2022_cut,roic_2022_cut,rg_2022_cut,ndebitda_2022_cut,gpm_2022_cut,epsdg_2022_cut,beta_2022_cut,momentum12mo_2022_cut,mcap_2023,pe_2023,dy_2023,pscore_2023,azscore_2023,fcfyield_2023,roic_2023,rg_2023,ndebitda_2023,gpm_2023,epsdg_2023,beta_2023,momentum12mo_2023,mcap_2023_cut,pe_2023_cut,dy_2023_cut,pscore_2023_cut,azscore_2023_cut,fcfyield_2023_cut,roic_2023_cut,rg_2023_cut,ndebitda_2023_cut,gpm_2023_cut,epsdg_2023_cut,beta_2023_cut,momentum12mo_2023_cut,mcap_2024,pe_2024,dy_2024,pscore_2024,azscore_2024,fcfyield_2024,roic_2024,rg_2024,ndebitda_2024,gpm_2024,epsdg_2024,beta_2024,momentum12mo_2024,mcap_2024_cut,pe_2024_cut,dy_2024_cut,pscore_2024_cut,azscore_2024_cut,fcfyield_2024_cut,roic_2024_cut,rg_2024_cut,ndebitda_2024_cut,gpm_2024_cut,epsdg_2024_cut,beta_2024_cut,momentum12mo_2024_cut
548,PEP,USA,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248768820000.0,27.9810101,0.02475624802,6.0,3.482879963,0.02247796726,0.1372636695,0.08710367388,2.428411005,0.5277363055,0.1715328467,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PLAB,USA,"Photronics, Inc",Technology,Semiconductor Equipment & Materials,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024846019.0,8.269215059,0.0,6.0,7.557068971,0.1657889386,0.1401702226,0.2422377934,-0.8531971857,0.3568168781,1.179775281,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,POWI,USA,Power Integrations Inc,Technology,Semiconductors,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4094781680.0,24.26376035,0.01000895499,6.0,17.50154135,0.04248764244,0.2149665207,-0.07413721763,-0.4838971882,0.5634857741,0.09737827715,1.439494103184032,-0.2204399783913231,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,QCOM,USA,"Qualcomm, Inc",Technology,Semiconductors,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122693040000.0,9.808019481,0.02531594887,7.0,6.218846227,0.05386338562,0.3503421601,0.3168086754,0.776,0.5783936652,0.4459974587,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,QTEC,USA,First Trust NASDAQ-100 Technology Sector Index Fund,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164260810.0,,,,,,,,,,,1.565076832203295,-0.4015920420848947,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,RGEN,USA,Repligen Corp,Healthcare,Medical Instruments & Supplies,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9403858008.0,50.49463914,0.0,6.0,7.63736016,0.004125375724,0.0788150346,0.1953696606,-0.3623942534,0.5685409015,0.4464285714,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,ROCK,USA,Gibraltar Industries Inc,Industrials,Building Products & Equipment,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428473800.0,17.86962641,0.0,6.0,4.124311125,0.05611231542,0.09578793553,0.03745606565,0.6973338791,0.2292818673,0.1179039301,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,RYAAY,Ireland,Ryanair Holdings Plc ADR,Industrials,Airlines,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402620000.0,-14.77913025,0.0,7.0,32.07353795,0.2132451652,-0.01724581873,1.934894241,6.321259843,0.02514111937,0.5300546448,,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,SIMO,Hong Kong,Silicon Motion Technology Corp ADR,Technology,Semiconductors,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148179460.0,12.52896893,0.02309068595,5.0,9.239096355,0.02358223844,0.2224010029,0.02583342371,-0.9888052947,0.4924629012,-0.09947643979,,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,TBBK,USA,Bancorp Inc,Financial,Banks - Regional,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586016725.0,12.32641349,0.0,6.0,-0.2848224943,0.07132509149,0.1491750937,0.2665145137,-4.225446158,0.839213678,0.2074468085,1.3008331538964812,0.1262249817508383,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,TER,USA,"Teradyne, Inc",Technology,Semiconductor Equipment & Materials,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13605810700.0,19.34198541,0.00503720953,5.0,19.17240982,0.02996370479,0.2508448508,-0.1479485838,-0.7560786318,0.5917985322,-0.2368896926,1.6468324009573696,-0.4730613599383403,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,TLT,USA,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10921732000.0,,,,,,,,,,,0.0767416444878105,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,TROW,USA,T. Rowe Price Group Inc,Financial,Asset Management,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24396722000.0,15.82101547,0.04492939666,6.0,7.513032692,0.08608560036,0.1588397218,-0.1542642631,-0.4538799414,0.5495962025,-0.4893292683,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,TTWO,USA,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17493840000.0,42.47527249,0.0,6.0,2.39228099,0.005595262212,0.09494327205,0.03913662239,-1.983801874,0.5619150879,-0.2966601179,0.8966090148857452,-0.4379368018712708,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,UAL,USA,United Airlines Holdings Inc,Industrials,Airlines,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12325273101.0,16.88571235,0.0,6.0,1.176188215,0.1002027358,0.03415191132,0.8249167817,5.717327603,0.2366811256,1.36557377,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,VCSH,USA,Vanguard Short-Term Corporate Bond ETF,Financial,Exchange Traded Fund,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39699446668.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,VRSK,USA,Verisk Analytics Inc,Industrials,Consulting Services,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27526557673.0,29.19179165,0.007007032613,7.0,6.111563562,0.02815376884,0.1914570967,0.01401015228,2.207098553,0.6697637165,0.4705882353,0.8381560229907525,-0.2180319462172956,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,VRSN,USA,Verisign Inc,Technology,Software - Infrastructure,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21735552000.0,32.89845058,0.0,8.0,-4.641829426,0.0362566369,1.160692031,0.07330955064,1.417996808,0.8591480104,-0.1085714286,1.0947069692170572,-0.1975149089824364,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,WTW,United Kingdom,Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26414640000.0,27.1486224,0.01347061435,6.0,1.703467302,0.0221954838,0.05737285748,-0.01466992665,2.074274471,0.4287164448,-0.3973154362,0.8175849336249421,0.0474889365083643,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,AACG,China,ATA Creativity Global ADR,Consumer Defensive,Education & Training Services,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21348287.0,-2.869363956,0.0,4.0,-1.616828031,-0.1181193909,-0.253669062,0.02280510954,0.5450953818,0.4956222069,-0.3217391304,0.4830239274617832,0.2735849969028074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,AEHL,China,Antelope Enterprise Holdings Ltd,Industrials,Building Products & Equipment,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6295300.0,-3.347638897,0.0,4.0,12.30915692,-0.07789755496,-0.09802538787,3.103274819,-1.281728347,0.09511578016,0.9993718303,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,AIRT,USA,Air T Inc,Industrials,Conglomerates,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69451408.0,5.995607613,0.0,5.0,2.182492877,-0.5287240537,0.04328418397,0.01116942,6.896381579,0.2224004247,2.494071146,0.688023722807608,-0.0172690888258399,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,ALOT,USA,AstroNova Inc,Technology,Computer Hardware,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93970600.0,15.40273448,0.0,4.0,2.251731634,-0.004059614531,0.002231627593,0.01247059026,0.6076363636,0.3723101805,3.888888889,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,AMTX,USA,Aemetis Inc,Basic Materials,Specialty Chemicals,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139795920.0,-1.269237365,0.0,2.0,-5.140798535,-0.4534823596,-0.2042936041,0.2102581281,-3.066522824,-0.02157785375,-1.025974026,2.3971152685445025,-0.6670812830192916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ANIX,USA,Anixa Biosciences Inc,Healthcare,Biotechnology,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131414250.0,-12.51154101,0.0,1.0,5.871145853,-0.03816704136,-0.4881953485,-1.0,0.884186758,0.0,0.0,0.8315908743412609,0.4006733358042167,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,ARTW,USA,Art's-way Manufacturing Co. Inc,Industrials,Farm & Heavy Construction Machinery,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605523.15,93.38042026,0.0,6.0,3.519476123,-0.07859553872,0.0272286612,0.02728073919,4.912104372,0.2705534928,-0.5583864119,0.1348220030367505,-0.4411764932751236,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,AVBH,USA,Avidbank Holdings Inc,Financial,Banks - Regional,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.898128162,0.0,5.0,0.3066229694,0.1905428351,-0.01770030111,0.4257911692,0.0,1.0,0.7821782178,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,AWRE,USA,Aware Inc,Technology,Software - Application,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36583740.0,-21.375,0.0,1.0,-0.2282840008,-0.1564513834,-0.04834278344,-0.05019579922,0.9994472084,0.9212893553,0.7040740741,0.6382991954139364,-0.4312499920837582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,BHRB,USA,Burke & Herbert Financial Services Corp,Financial,Banks - Regional,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484402464.0,11.92724244,0.02998740527,7.0,0.4647297397,0.07235304454,0.07138559053,0.086974317,11.44619843,0.9884291945,0.3030973451,0.1366909700373114,0.3425345933325869,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,BMRA,USA,Biomerica Inc,Healthcare,Medical Devices,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361303932.0,-78.31547431,0.0,4.0,-10.50973144,-0.001834201557,-0.467243873,1.621383279,1.151917492,0.1577740168,0.3333333333,0.5404180339625093,-0.1624365724897156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,BVFL,USA,BV Financial Inc,Financial,Banks - Regional,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184500000.0,18.88540479,0.0,6.0,0.3388814903,0.04635471698,0.06556355753,0.2211093263,-1.257566043,0.8847532823,0.0,-0.0546190204711214,0.2437810663403283,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,BYRN,USA,Byrna Technologies Inc,Industrials,Aerospace & Defense,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171383968.0,-24.56233109,0.0,5.0,15.94738559,-0.08818427722,-0.1581531412,0.139373814,2.547847586,0.5470480473,-0.5909090909,1.0666529640760425,-0.414050815730095,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,CLWT,Hong Kong,"Euro Tech Holdings Co., Ltd",Industrials,Pollution & Treatment Controls,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11677002.0,29.96463079,0.04196456094,6.0,4.143894708,0.04106015229,0.04212232211,-0.3010566673,-32.33540373,0.3089169844,-0.6330769231,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,CODA,USA,Coda Octopus Group Inc,Industrials,Aerospace & Defense,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75094245.0,16.21511359,0.0,5.0,,0.08847122858,0.09649849222,0.04192273718,-3.898703537,0.6834708289,-0.1363636364,,,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,CPRX,USA,Catalyst Pharmaceuticals Inc,Healthcare,Biotechnology,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945249305.0,23.14384708,0.0,5.0,15.93583691,0.06033906317,0.253764707,0.5209716473,-2.857097122,0.8394373562,1.027027027,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,CPSH,USA,CPS Technologies Corporation,Technology,Electronic Components,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38871764.0,18.20474096,0.0,2.0,9.969920182,0.08019329645,0.09994700231,0.1843221978,-2.873782861,0.2746116644,-0.3181818182,1.4154348245419537,-0.2819148791138539,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,CREX,USA,Creative Realities Inc,Technology,Software - Application,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11595360.0,2.060298198,0.0,3.0,-0.5846355669,-1.292844918,-0.04348307338,1.351250203,2.326782632,0.4092041522,3.666666667,0.8987430757127532,-0.5839416100736777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,CRIS,USA,Curis Inc,Healthcare,Biotechnology,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53034102.0,-0.9063713121,0.0,3.0,-67.80444234,-1.065941153,-0.5303272785,-0.04573199361,0.3041921499,0.9747097028,-0.2237903226,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,CRNT,Israel,Ceragon Networks Ltd,Technology,Communication Equipment,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161103816.0,-8.161612861,0.0,6.0,1.37042097,-0.1077576043,-0.05531363951,0.01515651761,-26.52401011,0.3152829019,0.5116666667,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,CRVO,USA,CervoMed Inc,Healthcare,Biotechnology,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120980023.0,-0.6776913938,0.0,3.0,2.04818802,-0.6542010193,-1.017382716,0.0,-1.433947153,0.0,0.394921664,0.7918998925217142,-0.6716128933814265,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,CRWS,USA,"Crown Crafts, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54030120.0,6.59992438,0.102676447,3.0,2.180891702,0.1181367303,0.1651884623,0.1035319084,0.08830750995,0.2668040293,0.6333333333,0.1682927329682954,-0.2242544949310184,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,CZFS,USA,"Citizens Financial Services, Inc",Financial,Banks - Regional,peripheral,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304268338.0,10.37469167,0.02516845251,5.0,-0.638153215,0.1048331721,0.04043490481,0.08855031454,6.159986859,0.8613674204,0.001410437236,0.1185446053745093,0.3265743785914605,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
